molecular class	DOID	disease name	clinic classification
C2-9-7	DOID:0060731	congenital central hypoventilation syndrome	Diseases_of_the_nervous_system
C2-9-7	DOID:0110634	congenital muscular dystrophy 1B	Diseases_of_the_nervous_system
C2-9-7	DOID:0110640	congenital muscular dystrophy due to LMNA mutation	Diseases_of_the_nervous_system
C2-9-7	DOID:0110639	congenital muscular dystrophy due to integrin alpha-7 deficiency	Diseases_of_the_nervous_system
C2-9-7	DOID:5656	cranial nerve disease	Diseases_of_the_nervous_system
C2-9-7	DOID:1064	cystinosis	Endocrine,_nutritional_and_metabolic_diseases
C2-9-7	DOID:862	diplegia of upper limb	Diseases_of_the_nervous_system
C2-9-7	DOID:11720	distal myopathy	Diseases_of_the_nervous_system
C2-9-7	DOID:543	dystonia	Diseases_of_the_nervous_system
C2-9-7	DOID:4990	essential tremor	Diseases_of_the_nervous_system
C2-9-7	DOID:0060178	familial hemiplegic migraine	Diseases_of_the_nervous_system
C2-9-7	DOID:4196	femoral neuropathy	Diseases_of_the_nervous_system
C2-9-7	DOID:0050835	generalized dystonia	Diseases_of_the_nervous_system
C2-9-7	DOID:0060170	generalized epilepsy with febrile seizures plus	Diseases_of_the_nervous_system
C2-9-7	DOID:3418	glossopharyngeal nerve disease	Diseases_of_the_nervous_system
C2-9-7	DOID:0080179	haemophilus meningitis	Diseases_of_the_nervous_system
C2-9-7	DOID:0070151	hereditary sensory and autonomic neuropathy type 6	Diseases_of_the_nervous_system
C2-9-7	DOID:0070149	hereditary sensory and autonomic neuropathy type 7	Diseases_of_the_nervous_system
C2-9-7	DOID:0070158	hereditary sensory neuropathy type 1E	Diseases_of_the_nervous_system
C2-9-7	DOID:0110763	hereditary spastic paraplegia 10	Diseases_of_the_nervous_system
C2-9-7	DOID:0110764	hereditary spastic paraplegia 11	Diseases_of_the_nervous_system
C2-9-7	DOID:0110765	hereditary spastic paraplegia 12	Diseases_of_the_nervous_system
C2-9-7	DOID:0110766	hereditary spastic paraplegia 13	Diseases_of_the_nervous_system
C2-9-7	DOID:0110767	hereditary spastic paraplegia 14	Diseases_of_the_nervous_system
C2-9-7	DOID:0110768	hereditary spastic paraplegia 15	Diseases_of_the_nervous_system
C2-9-7	DOID:0110769	hereditary spastic paraplegia 16	Diseases_of_the_nervous_system
C2-9-7	DOID:0110770	hereditary spastic paraplegia 17	Diseases_of_the_nervous_system
C2-9-7	DOID:0110771	hereditary spastic paraplegia 18	Diseases_of_the_nervous_system
C2-9-7	DOID:0110772	hereditary spastic paraplegia 19	Diseases_of_the_nervous_system
C2-9-7	DOID:0110773	hereditary spastic paraplegia 2	Diseases_of_the_nervous_system
C2-9-7	DOID:0110774	hereditary spastic paraplegia 23	Diseases_of_the_nervous_system
C2-9-7	DOID:0110775	hereditary spastic paraplegia 24	Diseases_of_the_nervous_system
C2-9-7	DOID:0110776	hereditary spastic paraplegia 25	Diseases_of_the_nervous_system
C2-9-7	DOID:0110777	hereditary spastic paraplegia 26	Diseases_of_the_nervous_system
C2-9-7	DOID:0110778	hereditary spastic paraplegia 27	Diseases_of_the_nervous_system
C2-9-7	DOID:0110779	hereditary spastic paraplegia 28	Diseases_of_the_nervous_system
C2-9-7	DOID:0110780	hereditary spastic paraplegia 29	Diseases_of_the_nervous_system
C2-9-7	DOID:0110781	hereditary spastic paraplegia 30	Diseases_of_the_nervous_system
C2-9-7	DOID:0110782	hereditary spastic paraplegia 31	Diseases_of_the_nervous_system
C2-9-7	DOID:0110783	hereditary spastic paraplegia 32	Diseases_of_the_nervous_system
C2-9-7	DOID:0110785	hereditary spastic paraplegia 34	Diseases_of_the_nervous_system
C2-9-7	DOID:0110786	hereditary spastic paraplegia 35	Diseases_of_the_nervous_system
C2-9-7	DOID:0110787	hereditary spastic paraplegia 36	Diseases_of_the_nervous_system
C2-9-7	DOID:0110788	hereditary spastic paraplegia 37	Diseases_of_the_nervous_system
C2-9-7	DOID:0110789	hereditary spastic paraplegia 38	Diseases_of_the_nervous_system
C2-9-7	DOID:0110790	hereditary spastic paraplegia 39	Diseases_of_the_nervous_system
C2-9-7	DOID:0110791	hereditary spastic paraplegia 3A	Diseases_of_the_nervous_system
C2-9-7	DOID:0110792	hereditary spastic paraplegia 4	Diseases_of_the_nervous_system
C2-9-7	DOID:0110793	hereditary spastic paraplegia 41	Diseases_of_the_nervous_system
C2-9-7	DOID:0110794	hereditary spastic paraplegia 42	Diseases_of_the_nervous_system
C2-9-7	DOID:0110795	hereditary spastic paraplegia 43	Diseases_of_the_nervous_system
C2-9-7	DOID:0110796	hereditary spastic paraplegia 44	Diseases_of_the_nervous_system
C2-9-7	DOID:0110797	hereditary spastic paraplegia 45	Diseases_of_the_nervous_system
C2-9-7	DOID:0110798	hereditary spastic paraplegia 46	Diseases_of_the_nervous_system
C2-9-7	DOID:0110800	hereditary spastic paraplegia 48	Diseases_of_the_nervous_system
C2-9-7	DOID:0110801	hereditary spastic paraplegia 49	Diseases_of_the_nervous_system
C2-9-7	DOID:0110805	hereditary spastic paraplegia 53	Diseases_of_the_nervous_system
C2-9-7	DOID:0110806	hereditary spastic paraplegia 54	Diseases_of_the_nervous_system
C2-9-7	DOID:0110807	hereditary spastic paraplegia 55	Diseases_of_the_nervous_system
C2-9-7	DOID:0110808	hereditary spastic paraplegia 56	Diseases_of_the_nervous_system
C2-9-7	DOID:0110809	hereditary spastic paraplegia 57	Diseases_of_the_nervous_system
C2-9-7	DOID:0110810	hereditary spastic paraplegia 5A	Diseases_of_the_nervous_system
C2-9-7	DOID:0110811	hereditary spastic paraplegia 6	Diseases_of_the_nervous_system
C2-9-7	DOID:0110812	hereditary spastic paraplegia 61	Diseases_of_the_nervous_system
C2-9-7	DOID:0110813	hereditary spastic paraplegia 62	Diseases_of_the_nervous_system
C2-9-7	DOID:0110814	hereditary spastic paraplegia 63	Diseases_of_the_nervous_system
C2-9-7	DOID:0110815	hereditary spastic paraplegia 64	Diseases_of_the_nervous_system
C2-9-7	DOID:0110816	hereditary spastic paraplegia 7	Diseases_of_the_nervous_system
C2-9-7	DOID:0110817	hereditary spastic paraplegia 72	Diseases_of_the_nervous_system
C2-9-7	DOID:0110818	hereditary spastic paraplegia 73	Diseases_of_the_nervous_system
C2-9-7	DOID:0110820	hereditary spastic paraplegia 75	Diseases_of_the_nervous_system
C2-9-7	DOID:0110822	hereditary spastic paraplegia 77	Diseases_of_the_nervous_system
C2-9-7	DOID:0110823	hereditary spastic paraplegia 8	Diseases_of_the_nervous_system
C2-9-7	DOID:0110824	hereditary spastic paraplegia 9A	Diseases_of_the_nervous_system
C2-9-7	DOID:0110825	hereditary spastic paraplegia 9B	Diseases_of_the_nervous_system
C2-9-7	DOID:10908	hydrocephalus	Diseases_of_the_nervous_system
C2-9-7	DOID:13814	hypoglossal nerve disease	Diseases_of_the_nervous_system
C2-9-7	DOID:0060792	hypomyelinating leukodystrophy 11	Diseases_of_the_nervous_system
C2-9-7	DOID:0060793	hypomyelinating leukodystrophy 5	Diseases_of_the_nervous_system
C2-9-7	DOID:0060794	hypomyelinating leukodystrophy 7 with or without oligodontia and-or hypogonadotropic hypogonadism	Diseases_of_the_nervous_system
C2-9-7	DOID:0060797	hypomyelinating leukodystrophy 8 with or without oligodontia and-or hypogonadotropic hypogonadism	Diseases_of_the_nervous_system
C2-9-7	DOID:3429	inclusion body myositis	Diseases_of_the_nervous_system
C2-9-7	DOID:3522	lateral medullary syndrome	Diseases_of_the_nervous_system
C2-9-7	DOID:12528	lesion of sciatic nerve	Diseases_of_the_nervous_system
C2-9-7	DOID:11724	limb-girdle muscular dystrophy	Diseases_of_the_nervous_system
C2-9-7	DOID:12697	locked-in syndrome	Diseases_of_the_nervous_system
C2-9-7	DOID:571	median neuropathy	Diseases_of_the_nervous_system
C2-9-7	DOID:0110632	megaconial type congenital muscular dystrophy	Diseases_of_the_nervous_system
C2-9-7	DOID:0060537	mitochondrial complex II deficiency	Diseases_of_the_nervous_system
C2-9-7	DOID:0060331	mitochondrial complex V (ATP synthase) deficiency nuclear type 2	Diseases_of_the_nervous_system
C2-9-7	DOID:1835	mononeuritis multiplex	Diseases_of_the_nervous_system
C2-9-7	DOID:1188	mononeuropathy	Diseases_of_the_nervous_system
C2-9-7	DOID:13866	multiple cranial nerve palsy	Diseases_of_the_nervous_system
C2-9-7	DOID:0050588	muscular dystrophy-dystroglycanopathy	Diseases_of_the_nervous_system
C2-9-7	DOID:0110635	muscular dystrophy-dystroglycanopathy type B5	Diseases_of_the_nervous_system
C2-9-7	DOID:0110637	muscular dystrophy-dystroglycanopathy type B6	Diseases_of_the_nervous_system
C2-9-7	DOID:12707	myoclonic cerebellar dyssynergia	Diseases_of_the_nervous_system
C2-9-7	DOID:450	myotonic disease	Diseases_of_the_nervous_system
C2-9-7	DOID:0050759	myotonic dystrophy type 2	Diseases_of_the_nervous_system
C2-9-7	DOID:8986	narcolepsy	Diseases_of_the_nervous_system
C2-9-7	DOID:3191	nemaline myopathy	Diseases_of_the_nervous_system
C2-9-7	DOID:1289	neurodegenerative disease	Diseases_of_the_nervous_system
C2-9-7	DOID:14464	neuroleptic malignant syndrome	Diseases_of_the_nervous_system
C2-9-7	DOID:440	neuromuscular disease	Diseases_of_the_nervous_system
C2-9-7	DOID:870	neuropathy	Diseases_of_the_nervous_system
C2-9-7	DOID:1572	normal pressure hydrocephalus	Diseases_of_the_nervous_system
C2-9-7	DOID:1442	obsolete Alpers syndrome	Diseases_of_the_nervous_system
C2-9-7	DOID:0110300	obsolete autosomal dominant limb-girdle muscular dystrophy type 1A	Diseases_of_the_nervous_system
C2-9-7	DOID:0110301	obsolete autosomal dominant limb-girdle muscular dystrophy type 1B	Diseases_of_the_nervous_system
C2-9-7	DOID:0110302	obsolete autosomal dominant limb-girdle muscular dystrophy type 1C	Diseases_of_the_nervous_system
C2-9-7	DOID:0110286	obsolete autosomal recessive limb-girdle muscular dystrophy type 2R	Diseases_of_the_nervous_system
C2-9-7	DOID:14159	obstructive hydrocephalus	Diseases_of_the_nervous_system
C2-9-7	DOID:11719	oculopharyngeal muscular dystrophy	Diseases_of_the_nervous_system
C2-9-7	DOID:367	olfactory nerve disease	Diseases_of_the_nervous_system
C2-9-7	DOID:12185	otosclerosis	Diseases_of_the_ear_and_mastoid_process
C2-9-7	DOID:9207	periodic limb movement disorder	Diseases_of_the_nervous_system
C2-9-7	DOID:6925	peroneal nerve paralysis	Diseases_of_the_nervous_system
C2-9-7	DOID:0060281	photosensitive epilepsy	Diseases_of_the_nervous_system
C2-9-7	DOID:12524	plantar nerve lesion	Diseases_of_the_nervous_system
C2-9-7	DOID:14184	polyneuropathy due to drug	Diseases_of_the_nervous_system
C2-9-7	DOID:13664	post-vaccinal encephalitis	Diseases_of_the_nervous_system
C2-9-7	DOID:681	progressive bulbar palsy	Diseases_of_the_nervous_system
C2-9-7	DOID:12835	quadriplegia	Diseases_of_the_nervous_system
C2-9-7	DOID:12170	radial nerve lesion	Diseases_of_the_nervous_system
C2-9-7	DOID:0110633	rigid spine muscular dystrophy 1	Diseases_of_the_nervous_system
C2-9-7	DOID:0050847	sleep apnea	Diseases_of_the_nervous_system
C2-9-7	DOID:0090115	spinocerebellar ataxia type 1 with axonal neuropathy	Diseases_of_the_nervous_system
C2-9-7	DOID:11574	streptococcal meningitis	Diseases_of_the_nervous_system
C2-9-7	DOID:12526	tarsal tunnel syndrome	Diseases_of_the_nervous_system
C2-9-7	DOID:3103	thoracic outlet syndrome	Diseases_of_the_nervous_system
C2-9-7	DOID:10772	thrombotic thrombocytopenic purpura	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-9-7	DOID:13027	transient global amnesia	Diseases_of_the_nervous_system
C2-9-7	DOID:12098	trigeminal neuralgia	Diseases_of_the_nervous_system
C2-9-7	DOID:12168	ulnar nerve lesion	Diseases_of_the_nervous_system
C2-9-7	DOID:320	vascular myelopathy	Diseases_of_the_nervous_system
C2-9-7	DOID:13003	vertebrobasilar insufficiency	Diseases_of_the_nervous_system
C2-9-8	DOID:0060161	Kennedy's disease	Diseases_of_the_nervous_system
C2-9-8	DOID:5574	VIPoma	Endocrine,_nutritional_and_metabolic_diseases
C2-9-8	DOID:9408	acute myocardial infarction	Diseases_of_the_circulatory_system
C2-9-8	DOID:580	acute urate nephropathy	Diseases_of_the_genitourinary_system
C2-9-8	DOID:3952	adrenal cortex disease	Endocrine,_nutritional_and_metabolic_diseases
C2-9-8	DOID:2494	angiodysplasia	Diseases_of_the_digestive_system
C2-9-8	DOID:1558	angioedema	Injury,_poisoning_and_certain_other_consequences_of_external_causes
C2-9-8	DOID:4731	atrophic rhinitis	Diseases_of_the_respiratory_system
C2-9-8	DOID:11840	coronary artery vasospasm	Diseases_of_the_circulatory_system
C2-9-8	DOID:9775	diastolic heart failure	Diseases_of_the_circulatory_system
C2-9-8	DOID:12930	dilated cardiomyopathy	Diseases_of_the_circulatory_system
C2-9-8	DOID:10825	essential hypertension	Diseases_of_the_circulatory_system
C2-9-8	DOID:12134	factor VIII deficiency	Diseases_of_the_blood_and_blood-forming_organs_and_certain_disorders_involving_the_immune_mechanism
C2-9-8	DOID:2862	glucosephosphate dehydrogenase deficiency	Diseases_of_the_blood_and_blood-forming_organs_and_certain_disorders_involving_the_immune_mechanism
C2-9-8	DOID:6255	growth hormone secreting pituitary adenoma	Endocrine,_nutritional_and_metabolic_diseases
C2-9-8	DOID:1681	heart septal defect	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-9-8	DOID:801	hemarthrosis	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-9-8	DOID:12259	hemophilia B	Diseases_of_the_blood_and_blood-forming_organs_and_certain_disorders_involving_the_immune_mechanism
C2-9-8	DOID:9279	hyperhomocysteinemia	Endocrine,_nutritional_and_metabolic_diseases
C2-9-8	DOID:11516	hypertensive heart disease	Diseases_of_the_circulatory_system
C2-9-8	DOID:2914	immune system disease	Diseases_of_the_blood_and_blood-forming_organs_and_certain_disorders_involving_the_immune_mechanism
C2-9-8	DOID:4610	intestinal benign neoplasm	Neoplasms
C2-9-8	DOID:9868	intestinal disaccharidase deficiency	Endocrine,_nutritional_and_metabolic_diseases
C2-9-8	DOID:4347	lymphocele	Diseases_of_the_circulatory_system
C2-9-8	DOID:2346	monoclonal paraproteinemia	Neoplasms
C2-9-8	DOID:11664	nephrosclerosis	Diseases_of_the_circulatory_system
C2-9-8	DOID:13565	neuroaspergillosis	Certain_infectious_and_parasitic_diseases
C2-9-8	DOID:12388	neurohypophyseal diabetes insipidus	Endocrine,_nutritional_and_metabolic_diseases
C2-9-8	DOID:2345	plasma protein metabolism disease	Endocrine,_nutritional_and_metabolic_diseases
C2-9-8	DOID:2344	polyclonal hypergammaglobulinemia	Diseases_of_the_blood_and_blood-forming_organs_and_certain_disorders_involving_the_immune_mechanism
C2-9-8	DOID:4479	pseudohypoaldosteronism	Diseases_of_the_genitourinary_system
C2-9-8	DOID:1591	renovascular hypertension	Diseases_of_the_circulatory_system
C2-9-8	DOID:11130	secondary hypertension	Diseases_of_the_circulatory_system
C2-9-8	DOID:1657	ventricular septal defect	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-9-8	DOID:12531	von Willebrand's disease	Diseases_of_the_blood_and_blood-forming_organs_and_certain_disorders_involving_the_immune_mechanism
C2-9-9	DOID:11126	acquired thrombocytopenia	Diseases_of_the_blood_and_blood-forming_organs_and_certain_disorders_involving_the_immune_mechanism
C2-9-9	DOID:0110334	osteogenesis imperfecta type 1	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-9-9	DOID:0110346	osteogenesis imperfecta type 10	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-9-9	DOID:0110351	osteogenesis imperfecta type 11	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-9-9	DOID:0110348	osteogenesis imperfecta type 12	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-9-9	DOID:0110342	osteogenesis imperfecta type 13	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-9-9	DOID:0110343	osteogenesis imperfecta type 14	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-9-9	DOID:0110347	osteogenesis imperfecta type 15	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-9-9	DOID:0110345	osteogenesis imperfecta type 16	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-9-9	DOID:0110338	osteogenesis imperfecta type 17	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-9-9	DOID:0110341	osteogenesis imperfecta type 2	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-9-9	DOID:0110339	osteogenesis imperfecta type 3	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-9-9	DOID:0110340	osteogenesis imperfecta type 4	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-9-9	DOID:0110344	osteogenesis imperfecta type 5	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-9-9	DOID:0110350	osteogenesis imperfecta type 6	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-9-9	DOID:0110337	osteogenesis imperfecta type 7	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-9-9	DOID:0110336	osteogenesis imperfecta type 8	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-9-9	DOID:0110349	osteogenesis imperfecta type 9	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-9-9	DOID:0110335	osteogenesis imperfecta with opalescent teeth, blue sclerae and wormian bones but without fractures	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-9-9	DOID:9771	transient neonatal thrombocytopenia	Certain_conditions_originating_in_the_perinatal_period
C2-9-10	DOID:6457	Cowden syndrome	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-9-10	DOID:2926	Klippel-Trenaunay syndrome	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-9-10	DOID:0050474	Netherton syndrome	Pregnancy,_childbirth_and_the_puerperium
C2-9-10	DOID:3852	Peutz-Jeghers syndrome	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-9-10	DOID:3616	angiolipoma	Neoplasms
C2-9-10	DOID:3314	angiomyolipoma	Neoplasms
C2-9-10	DOID:3523	brain stem infarction	Diseases_of_the_circulatory_system
C2-9-10	DOID:589	congenital hemolytic anemia	Diseases_of_the_blood_and_blood-forming_organs_and_certain_disorders_involving_the_immune_mechanism
C2-9-10	DOID:11847	coronary thrombosis	Diseases_of_the_circulatory_system
C2-9-10	DOID:0050449	pachyonychia congenita	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-9-10	DOID:13515	tuberous sclerosis	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-9-10	DOID:4762	vasculogenic impotence	Diseases_of_the_genitourinary_system
C2-9-11	DOID:12842	Guillain-Barre syndrome	Diseases_of_the_nervous_system
C2-9-11	DOID:2449	acromegaly	Endocrine,_nutritional_and_metabolic_diseases
C2-9-11	DOID:3781	anovulation	Diseases_of_the_genitourinary_system
C2-9-11	DOID:216	dental caries	Diseases_of_the_digestive_system
C2-9-11	DOID:13777	epidermodysplasia verruciformis	Certain_infectious_and_parasitic_diseases
C2-9-11	DOID:10941	intracranial aneurysm	Diseases_of_the_circulatory_system
C2-9-11	DOID:13100	intracranial vasospasm	Diseases_of_the_circulatory_system
C2-9-11	DOID:12679	nephrocalcinosis	Diseases_of_the_genitourinary_system
C2-9-11	DOID:585	nephrolithiasis	Diseases_of_the_genitourinary_system
C2-9-11	DOID:14228	oligospermia	Diseases_of_the_genitourinary_system
C2-9-11	DOID:1664	pineoblastoma	Neoplasms
C2-9-11	DOID:11396	pulmonary edema	Diseases_of_the_respiratory_system
C2-9-12	DOID:7004	ACTH-secreting pituitary adenoma	Neoplasms
C2-9-12	DOID:0111157	Castleman disease	Neoplasms
C2-9-12	DOID:10152	Meckel's diverticulum cancer	Neoplasms
C2-9-12	DOID:3025	acinar cell carcinoma	Neoplasms
C2-9-12	DOID:746	adenomatoid tumor	Neoplasms
C2-9-12	DOID:3948	adrenocortical carcinoma	Neoplasms
C2-9-12	DOID:3186	adult oligodendroglioma	Neoplasms
C2-9-12	DOID:3069	astrocytoma	Neoplasms
C2-9-12	DOID:0110115	autoimmune lymphoproliferative syndrome type 2A	Neoplasms
C2-9-12	DOID:0110116	autoimmune lymphoproliferative syndrome type 2B	Neoplasms
C2-9-12	DOID:0110119	autoimmune lymphoproliferative syndrome type 3	Neoplasms
C2-9-12	DOID:4844	benign ependymoma	Neoplasms
C2-9-12	DOID:4658	benign mastocytoma	Neoplasms
C2-9-12	DOID:9053	bladder carcinoma in situ	Neoplasms
C2-9-12	DOID:8791	breast carcinoma in situ	Neoplasms
